sex,year,agecat_1,loc,deaths,PYO,births,y_bloc
f,2004,1,Ziani,9,982.97,230,2003-06
f,2004,35,Ziani,4,559.23,230,2003-06
f,2004,5,Ziani,2,1923.91,230,2003-06
f,2004,0,Ziani,7,17.27,230,2003-06
m,2004,35,Banda ra salam,4,188.67,173,2003-06
m,2004,1,Banda ra salam,4,676.28,173,2003-06
m,2004,65,Banda ra salam,5,100.44,173,2003-06
m,2004,25,Banda ra salam,1,261.79,173,2003-06
m,2004,0,Banda ra salam,6,13.2,173,2003-06
m,2004,15,Banda ra salam,0,675.39,173,2003-06
m,2004,45,Banda ra salam,2,210.18,173,2003-06
m,2004,75,Banda ra salam,3,44.5,173,2003-06
m,2004,0.0767,Banda ra salam,9,169.3,173,2003-06
m,2004,55,Banda ra salam,2,146.9,173,2003-06
m,2004,5,Banda ra salam,2,1478.18,173,2003-06
m,2004,0,Chasimba,10,22.5,300,2003-06
m,2004,1,Chasimba,8,1352.67,300,2003-06
m,2004,35,Chasimba,4,357.23,300,2003-06
m,2004,55,Chasimba,5,298.26,300,2003-06
m,2004,25,Chasimba,5,429.09,300,2003-06
m,2004,0.0767,Chasimba,5,294.66,300,2003-06
m,2004,5,Chasimba,2,2687.94,300,2003-06
m,2004,75,Chasimba,5,89.58,300,2003-06
m,2004,15,Chasimba,4,1338.87,300,2003-06
m,2004,65,Chasimba,13,159.54,300,2003-06
m,2004,45,Chasimba,10,326.83,300,2003-06
m,2004,45,Gede,0,106.56,113,2003-06
m,2004,5,Gede,2,878.04,113,2003-06
m,2004,1,Gede,5,471.05,113,2003-06
m,2004,0,Gede,1,8.73,113,2003-06
m,2004,0.0767,Gede,3,99.13,113,2003-06
m,2004,65,Gede,2,59.4,113,2003-06
m,2004,15,Gede,1,535.1,113,2003-06
m,2004,25,Gede,3,190.95,113,2003-06
m,2004,55,Gede,1,100.83,113,2003-06
m,2004,35,Gede,1,101.23,113,2003-06
m,2004,75,Gede,4,15.85,113,2003-06
m,2004,0,Jaribuni,1,5.84,78,2003-06
m,2004,5,Jaribuni,1,699.14,78,2003-06
m,2004,45,Jaribuni,0,86.85,78,2003-06
m,2004,65,Jaribuni,0,37.88,78,2003-06
m,2004,1,Jaribuni,3,284.63,78,2003-06
m,2004,75,Jaribuni,2,28.19,78,2003-06
m,2004,25,Jaribuni,1,72.78,78,2003-06
m,2004,15,Jaribuni,0,336.33,78,2003-06
m,2004,0.0767,Jaribuni,1,70.99,78,2003-06
m,2004,55,Jaribuni,1,67.26,78,2003-06
m,2004,35,Jaribuni,0,100.8,78,2003-06
m,2004,1,Junju,17,1799.54,434,2003-06
m,2004,75,Junju,5,87.18,434,2003-06
m,2004,45,Junju,13,604.08,434,2003-06
m,2004,5,Junju,6,3650.09,434,2003-06
m,2004,35,Junju,13,817.81,434,2003-06
m,2004,15,Junju,6,2034.56,434,2003-06
m,2004,65,Junju,11,175.71,434,2003-06
m,2004,25,Junju,7,1287.8,434,2003-06
m,2004,0,Junju,22,32.37,434,2003-06
m,2004,55,Junju,9,387.93,434,2003-06
m,2004,0.0767,Junju,10,418.2,434,2003-06
m,2004,1,Kauma,3,621.14,139,2003-06
m,2004,5,Kauma,0,1200.22,139,2003-06
m,2004,0,Kauma,7,10.5,139,2003-06
m,2004,15,Kauma,1,599.76,139,2003-06
m,2004,25,Kauma,0,198.42,139,2003-06
m,2004,55,Kauma,3,126.99,139,2003-06
m,2004,45,Kauma,2,144.46,139,2003-06
m,2004,75,Kauma,5,47.65,139,2003-06
m,2004,35,Kauma,2,160.36,139,2003-06
m,2004,0.0767,Kauma,3,126.62,139,2003-06
m,2004,65,Kauma,6,94.63,139,2003-06
m,2004,0,Kilifi township,14,42.56,557,2003-06
m,2004,35,Kilifi township,15,1650.11,557,2003-06
m,2004,15,Kilifi township,4,2868.65,557,2003-06
m,2004,25,Kilifi township,10,2515.9,557,2003-06
m,2004,75,Kilifi township,7,72.9,557,2003-06
m,2004,55,Kilifi township,8,421.99,557,2003-06
m,2004,65,Kilifi township,6,181.68,557,2003-06
m,2004,45,Kilifi township,11,932.34,557,2003-06
m,2004,1,Kilifi township,7,2445.86,557,2003-06
m,2004,0.0767,Kilifi township,12,532.63,557,2003-06
m,2004,5,Kilifi township,6,4863.61,557,2003-06
m,2004,5,Matsangoni,1,1959.72,216,2003-06
m,2004,15,Matsangoni,3,1123.97,216,2003-06
m,2004,65,Matsangoni,3,104.94,216,2003-06
m,2004,35,Matsangoni,4,258.07,216,2003-06
m,2004,25,Matsangoni,5,445.47,216,2003-06
m,2004,45,Matsangoni,2,234.53,216,2003-06
m,2004,75,Matsangoni,2,49.45,216,2003-06
m,2004,1,Matsangoni,2,925.02,216,2003-06
m,2004,55,Matsangoni,5,193.18,216,2003-06
m,2004,0.0767,Matsangoni,5,201.93,216,2003-06
m,2004,0,Matsangoni,9,16.2,216,2003-06
m,2004,0.0767,Mtwapa,2,158.32,160,2003-06
m,2004,0,Mtwapa,6,11.68,160,2003-06
m,2004,15,Mtwapa,2,989.18,160,2003-06
m,2004,5,Mtwapa,6,1461.87,160,2003-06
m,2004,65,Mtwapa,5,69.32,160,2003-06
m,2004,45,Mtwapa,1,262.51,160,2003-06
m,2004,75,Mtwapa,2,34.67,160,2003-06
m,2004,1,Mtwapa,4,666.09,160,2003-06
m,2004,35,Mtwapa,3,384.95,160,2003-06
m,2004,25,Mtwapa,4,716.69,160,2003-06
m,2004,55,Mtwapa,4,169.18,160,2003-06
m,2004,35,Ngerenya,3,326.75,231,2003-06
m,2004,15,Ngerenya,3,1251.41,231,2003-06
m,2004,1,Ngerenya,9,996.62,231,2003-06
m,2004,45,Ngerenya,4,241.16,231,2003-06
m,2004,25,Ngerenya,4,607.32,231,2003-06
m,2004,5,Ngerenya,4,2003.97,231,2003-06
m,2004,55,Ngerenya,5,198.39,231,2003-06
m,2004,65,Ngerenya,9,157.94,231,2003-06
m,2004,75,Ngerenya,8,66.35,231,2003-06
m,2004,0,Ngerenya,7,17.65,231,2003-06
m,2004,0.0767,Ngerenya,9,235.59,231,2003-06
m,2004,5,Roka,3,2033.2,235,2003-06
m,2004,25,Roka,1,554.98,235,2003-06
m,2004,1,Roka,3,1066.59,235,2003-06
m,2004,55,Roka,6,205.02,235,2003-06
m,2004,35,Roka,4,367.01,235,2003-06
m,2004,15,Roka,1,1182.05,235,2003-06
m,2004,0,Roka,6,17.52,235,2003-06
m,2004,45,Roka,3,236.4,235,2003-06
m,2004,0.0767,Roka,2,241.78,235,2003-06
m,2004,75,Roka,7,56.54,235,2003-06
m,2004,65,Roka,4,145.65,235,2003-06
m,2004,45,Sokoke,3,144.07,151,2003-06
m,2004,0,Sokoke,10,11.34,151,2003-06
m,2004,0.0767,Sokoke,1,135.74,151,2003-06
m,2004,75,Sokoke,5,52.82,151,2003-06
m,2004,55,Sokoke,8,122.35,151,2003-06
m,2004,65,Sokoke,7,89.4,151,2003-06
m,2004,1,Sokoke,3,598.71,151,2003-06
m,2004,5,Sokoke,3,1294.31,151,2003-06
m,2004,35,Sokoke,1,145.54,151,2003-06
m,2004,15,Sokoke,1,638.36,151,2003-06
m,2004,25,Sokoke,2,180.71,151,2003-06
m,2004,1,Takaungu Mavueni,13,1670.86,407,2003-06
m,2004,55,Takaungu Mavueni,13,376.12,407,2003-06
m,2004,65,Takaungu Mavueni,7,180.7,407,2003-06
m,2004,35,Takaungu Mavueni,6,624.29,407,2003-06
m,2004,75,Takaungu Mavueni,15,109,407,2003-06
m,2004,0,Takaungu Mavueni,14,30.93,407,2003-06
m,2004,15,Takaungu Mavueni,4,1835.49,407,2003-06
m,2004,5,Takaungu Mavueni,1,3519.76,407,2003-06
m,2004,45,Takaungu Mavueni,7,528.1,407,2003-06
m,2004,0.0767,Takaungu Mavueni,8,371.22,407,2003-06
m,2004,25,Takaungu Mavueni,7,917.84,407,2003-06
m,2004,5,Tezo,3,2885.54,387,2003-06
m,2004,75,Tezo,10,91.75,387,2003-06
m,2004,35,Tezo,6,581.38,387,2003-06
m,2004,1,Tezo,7,1455.65,387,2003-06
m,2004,0.0767,Tezo,8,360.76,387,2003-06
m,2004,15,Tezo,5,1767.28,387,2003-06
m,2004,55,Tezo,11,290,387,2003-06
m,2004,0,Tezo,9,29.82,387,2003-06
m,2004,45,Tezo,7,418.71,387,2003-06
m,2004,65,Tezo,8,172.49,387,2003-06
m,2004,25,Tezo,7,1023.32,387,2003-06
m,2004,0.0767,unknown,0,9.34,10,2003-06
m,2004,55,unknown,1,7.33,10,2003-06
m,2004,45,unknown,0,10.45,10,2003-06
m,2004,1,unknown,0,37.88,10,2003-06
m,2004,0,unknown,0,0.74,10,2003-06
m,2004,5,unknown,0,80.17,10,2003-06
m,2004,35,unknown,1,24.71,10,2003-06
m,2004,25,unknown,0,36.95,10,2003-06
m,2004,65,unknown,0,5.91,10,2003-06
m,2004,15,unknown,0,61.43,10,2003-06
m,2004,25,Ziani,1,390.82,234,2003-06
m,2004,75,Ziani,5,64.93,234,2003-06
m,2004,15,Ziani,2,965.54,234,2003-06
m,2004,5,Ziani,6,2091.81,234,2003-06
m,2004,65,Ziani,6,124.32,234,2003-06
m,2004,0,Ziani,5,17.74,234,2003-06
m,2004,0.0767,Ziani,5,231.47,234,2003-06
m,2004,45,Ziani,1,237.42,234,2003-06
m,2004,55,Ziani,9,210.84,234,2003-06
m,2004,35,Ziani,4,300.92,234,2003-06
m,2004,1,Ziani,4,955.27,234,2003-06
f,2005,1,Banda ra salam,3,669.16,158,2003-06
f,2005,15,Banda ra salam,4,837.57,158,2003-06
f,2005,75,Banda ra salam,3,65.94,158,2003-06
f,2005,0.0767,Banda ra salam,0,151.17,158,2003-06
f,2005,35,Banda ra salam,6,392.28,158,2003-06
f,2005,65,Banda ra salam,3,139.31,158,2003-06
f,2005,55,Banda ra salam,1,269.52,158,2003-06
f,2005,5,Banda ra salam,4,1404.25,158,2003-06
f,2005,25,Banda ra salam,4,553.99,158,2003-06
f,2005,45,Banda ra salam,3,371.8,158,2003-06
f,2005,0,Banda ra salam,5,12.06,158,2003-06
f,2005,15,Chasimba,2,1626.78,288,2003-06
f,2005,35,Chasimba,4,784.35,288,2003-06
f,2005,0,Chasimba,7,21.19,288,2003-06
f,2005,25,Chasimba,10,1042.77,288,2003-06
f,2005,1,Chasimba,5,1333.67,288,2003-06
f,2005,55,Chasimba,4,450.66,288,2003-06
f,2005,45,Chasimba,4,669.74,288,2003-06
f,2005,65,Chasimba,7,262.34,288,2003-06
f,2005,75,Chasimba,13,115.33,288,2003-06
f,2005,0.0767,Chasimba,6,248.31,288,2003-06
f,2005,5,Chasimba,4,2744.64,288,2003-06
f,2005,1,Gede,3,436.31,111,2003-06
f,2005,65,Gede,2,69.45,111,2003-06
f,2005,35,Gede,3,247.73,111,2003-06
f,2005,5,Gede,1,868.71,111,2003-06
f,2005,0.0767,Gede,0,104.51,111,2003-06
f,2005,0,Gede,0,8.86,111,2003-06
f,2005,25,Gede,1,334.36,111,2003-06
f,2005,55,Gede,1,119.94,111,2003-06
f,2005,75,Gede,5,32.45,111,2003-06
f,2005,15,Gede,3,583.19,111,2003-06
f,2005,45,Gede,2,214.53,111,2003-06
f,2005,0,Jaribuni,3,6.01,84,2003-06
f,2005,65,Jaribuni,4,62.77,84,2003-06
f,2005,35,Jaribuni,1,237.63,84,2003-06
f,2005,1,Jaribuni,1,348.7,84,2003-06
f,2005,0.0767,Jaribuni,1,68.1,84,2003-06
f,2005,45,Jaribuni,0,134.48,84,2003-06
f,2005,15,Jaribuni,1,417.59,84,2003-06
f,2005,55,Jaribuni,0,104.18,84,2003-06
f,2005,75,Jaribuni,2,42.05,84,2003-06
f,2005,25,Jaribuni,3,251.32,84,2003-06
f,2005,5,Jaribuni,2,702.93,84,2003-06
f,2005,15,Junju,5,2337.85,494,2003-06
f,2005,5,Junju,3,3766.19,494,2003-06
f,2005,75,Junju,5,87.78,494,2003-06
f,2005,45,Junju,5,898.62,494,2003-06
f,2005,0,Junju,19,36.29,494,2003-06
f,2005,25,Junju,14,1660.48,494,2003-06
f,2005,35,Junju,8,1012.28,494,2003-06
f,2005,65,Junju,9,258.36,494,2003-06
f,2005,0.0767,Junju,11,421.36,494,2003-06
f,2005,1,Junju,9,1802.34,494,2003-06
f,2005,55,Junju,13,500.29,494,2003-06
f,2005,0,Kauma,4,12.2,166,2003-06
f,2005,55,Kauma,1,190.65,166,2003-06
f,2005,65,Kauma,2,119.34,166,2003-06
f,2005,1,Kauma,2,596.5,166,2003-06
f,2005,25,Kauma,1,495.43,166,2003-06
f,2005,0.0767,Kauma,0,138.38,166,2003-06
f,2005,5,Kauma,2,1172.36,166,2003-06
f,2005,15,Kauma,1,736.95,166,2003-06
f,2005,75,Kauma,4,54.96,166,2003-06
f,2005,45,Kauma,3,285.14,166,2003-06
f,2005,35,Kauma,2,337.31,166,2003-06
f,2005,15,Kilifi township,9,3398.33,569,2003-06
f,2005,0.0767,Kilifi township,9,533.49,569,2003-06
f,2005,0,Kilifi township,12,43.5,569,2003-06
f,2005,1,Kilifi township,13,2331.29,569,2003-06
f,2005,55,Kilifi township,10,554.96,569,2003-06
f,2005,65,Kilifi township,14,221.25,569,2003-06
f,2005,35,Kilifi township,14,1787.66,569,2003-06
f,2005,25,Kilifi township,22,3040.89,569,2003-06
f,2005,5,Kilifi township,9,4952.18,569,2003-06
f,2005,75,Kilifi township,9,103.15,569,2003-06
f,2005,45,Kilifi township,4,1133.32,569,2003-06
f,2005,1,Matsangoni,2,927.59,247,2003-06
f,2005,75,Matsangoni,5,70.36,247,2003-06
f,2005,65,Matsangoni,5,157.6,247,2003-06
f,2005,5,Matsangoni,0,1964.67,247,2003-06
f,2005,45,Matsangoni,1,432.6,247,2003-06
f,2005,35,Matsangoni,4,511.61,247,2003-06
f,2005,55,Matsangoni,3,295.85,247,2003-06
f,2005,0,Matsangoni,4,18.67,247,2003-06
f,2005,25,Matsangoni,8,791.54,247,2003-06
f,2005,0.0767,Matsangoni,3,220.2,247,2003-06
f,2005,15,Matsangoni,2,1216.92,247,2003-06
f,2005,55,Mtwapa,4,185.76,169,2003-06
f,2005,65,Mtwapa,5,104.35,169,2003-06
f,2005,0,Mtwapa,4,12.67,169,2003-06
f,2005,45,Mtwapa,3,332.41,169,2003-06
f,2005,15,Mtwapa,5,922.29,169,2003-06
f,2005,1,Mtwapa,5,689.79,169,2003-06
f,2005,35,Mtwapa,4,425.4,169,2003-06
f,2005,75,Mtwapa,2,39.76,169,2003-06
f,2005,25,Mtwapa,8,731.34,169,2003-06
f,2005,0.0767,Mtwapa,2,159.42,169,2003-06
f,2005,5,Mtwapa,0,1511.9,169,2003-06
f,2005,75,Ngerenya,5,82.26,237,2003-06
f,2005,0.0767,Ngerenya,4,237.98,237,2003-06
f,2005,0,Ngerenya,8,17.93,237,2003-06
f,2005,15,Ngerenya,2,1278.06,237,2003-06
f,2005,5,Ngerenya,0,2017.46,237,2003-06
f,2005,25,Ngerenya,7,806.32,237,2003-06
f,2005,55,Ngerenya,1,322.04,237,2003-06
f,2005,35,Ngerenya,2,552.93,237,2003-06
f,2005,65,Ngerenya,5,195.03,237,2003-06
f,2005,1,Ngerenya,5,977.66,237,2003-06
f,2005,45,Ngerenya,6,468.14,237,2003-06
f,2005,1,Roka,5,1026.01,286,2003-06
f,2005,0,Roka,3,21.7,286,2003-06
f,2005,15,Roka,5,1273.97,286,2003-06
f,2005,65,Roka,2,166.49,286,2003-06
f,2005,25,Roka,6,826.76,286,2003-06
f,2005,5,Roka,1,2200.98,286,2003-06
f,2005,55,Roka,5,347.41,286,2003-06
f,2005,45,Roka,3,428.48,286,2003-06
f,2005,75,Roka,9,94.22,286,2003-06
f,2005,35,Roka,5,601.35,286,2003-06
f,2005,0.0767,Roka,1,252.06,286,2003-06
f,2005,65,Sokoke,4,118.27,144,2003-06
f,2005,25,Sokoke,1,458.73,144,2003-06
f,2005,0.0767,Sokoke,3,138.22,144,2003-06
f,2005,0,Sokoke,2,10.63,144,2003-06
f,2005,55,Sokoke,5,199.87,144,2003-06
f,2005,15,Sokoke,1,692.81,144,2003-06
f,2005,75,Sokoke,3,61.87,144,2003-06
f,2005,1,Sokoke,3,606.07,144,2003-06
f,2005,45,Sokoke,2,302.61,144,2003-06
f,2005,5,Sokoke,1,1361.34,144,2003-06
f,2005,35,Sokoke,1,383.56,144,2003-06
f,2005,15,Takaungu Mavueni,7,1923.83,415,2003-06
f,2005,0,Takaungu Mavueni,8,31.01,415,2003-06
f,2005,35,Takaungu Mavueni,3,951.49,415,2003-06
f,2005,0.0767,Takaungu Mavueni,5,367.09,415,2003-06
f,2005,65,Takaungu Mavueni,7,266.19,415,2003-06
f,2005,25,Takaungu Mavueni,6,1482.2,415,2003-06
f,2005,5,Takaungu Mavueni,5,3440.42,415,2003-06
f,2005,75,Takaungu Mavueni,10,163.08,415,2003-06
f,2005,55,Takaungu Mavueni,5,494.35,415,2003-06
f,2005,1,Takaungu Mavueni,5,1703.67,415,2003-06
f,2005,45,Takaungu Mavueni,5,824.26,415,2003-06
f,2005,1,Tezo,1,1459.36,370,2003-06
f,2005,5,Tezo,1,2986.99,370,2003-06
f,2005,25,Tezo,6,1315.2,370,2003-06
f,2005,35,Tezo,9,828.44,370,2003-06
f,2005,0,Tezo,12,28.11,370,2003-06
f,2005,0.0767,Tezo,5,341.47,370,2003-06
f,2005,45,Tezo,9,641.2,370,2003-06
f,2005,55,Tezo,3,452.32,370,2003-06
f,2005,65,Tezo,6,251.3,370,2003-06
f,2005,75,Tezo,4,106.66,370,2003-06
f,2005,15,Tezo,6,1958.64,370,2003-06
f,2005,75,unknown,0,3.5,12,2003-06
f,2005,5,unknown,0,76.97,12,2003-06
f,2005,65,unknown,0,4.87,12,2003-06
f,2005,1,unknown,1,33.68,12,2003-06
f,2005,25,unknown,1,30.91,12,2003-06
f,2005,0.0767,unknown,0,8.8,12,2003-06
f,2005,15,unknown,0,62.88,12,2003-06
f,2005,55,unknown,0,9.4,12,2003-06
f,2005,0,unknown,0,0.85,12,2003-06
f,2005,35,unknown,0,16.6,12,2003-06
f,2005,45,unknown,0,16.94,12,2003-06
f,2005,5,Ziani,2,1973.11,229,2003-06
f,2005,65,Ziani,9,174.43,229,2003-06
f,2005,55,Ziani,4,348.13,229,2003-06
f,2005,1,Ziani,3,987.63,229,2003-06
f,2005,15,Ziani,1,1179.95,229,2003-06
f,2005,0.0767,Ziani,6,211.12,229,2003-06
f,2005,25,Ziani,3,829.61,229,2003-06
f,2005,35,Ziani,4,563.98,229,2003-06
f,2005,45,Ziani,4,492.09,229,2003-06
f,2005,0,Ziani,2,17.24,229,2003-06
f,2005,75,Ziani,6,72.69,229,2003-06
m,2005,15,Banda ra salam,1,756.94,153,2003-06
m,2005,5,Banda ra salam,2,1508.23,153,2003-06
m,2005,0,Banda ra salam,5,11.37,153,2003-06
m,2005,25,Banda ra salam,0,256.97,153,2003-06
m,2005,1,Banda ra salam,5,693.33,153,2003-06
m,2005,55,Banda ra salam,1,158.14,153,2003-06
m,2005,45,Banda ra salam,3,209.63,153,2003-06
m,2005,35,Banda ra salam,1,189.78,153,2003-06
m,2005,0.0767,Banda ra salam,3,151.85,153,2003-06
m,2005,75,Banda ra salam,5,51.38,153,2003-06
m,2005,65,Banda ra salam,2,110.15,153,2003-06
m,2005,35,Chasimba,3,349.97,315,2003-06
m,2005,55,Chasimba,5,299.23,315,2003-06
m,2005,1,Chasimba,9,1328.24,315,2003-06
m,2005,0.0767,Chasimba,5,293.71,315,2003-06
m,2005,65,Chasimba,8,168.76,315,2003-06
m,2005,75,Chasimba,7,102.08,315,2003-06
m,2005,25,Chasimba,4,422.44,315,2003-06
m,2005,45,Chasimba,5,320.95,315,2003-06
m,2005,15,Chasimba,3,1386.18,315,2003-06
m,2005,0,Chasimba,4,24.18,315,2003-06
m,2005,5,Chasimba,3,2788.87,315,2003-06
m,2005,1,Gede,3,459.52,113,2003-06
m,2005,5,Gede,2,941.73,113,2003-06
m,2005,15,Gede,0,548.14,113,2003-06
m,2005,55,Gede,1,104.37,113,2003-06
m,2005,35,Gede,1,112.37,113,2003-06
m,2005,45,Gede,1,99.25,113,2003-06
m,2005,65,Gede,2,65.24,113,2003-06
m,2005,0,Gede,3,8.19,113,2003-06
m,2005,25,Gede,2,196.39,113,2003-06
m,2005,0.0767,Gede,1,104.35,113,2003-06
m,2005,75,Gede,1,17.82,113,2003-06
m,2005,65,Jaribuni,3,35.04,87,2003-06
m,2005,25,Jaribuni,0,66.82,87,2003-06
m,2005,55,Jaribuni,4,69.24,87,2003-06
m,2005,5,Jaribuni,0,728.7,87,2003-06
m,2005,75,Jaribuni,2,36.52,87,2003-06
m,2005,0.0767,Jaribuni,1,61.38,87,2003-06
m,2005,35,Jaribuni,0,97.31,87,2003-06
m,2005,0,Jaribuni,2,6.33,87,2003-06
m,2005,15,Jaribuni,0,378.27,87,2003-06
m,2005,1,Jaribuni,3,299.72,87,2003-06
m,2005,45,Jaribuni,0,91.51,87,2003-06
m,2005,65,Junju,3,177.46,473,2003-06
m,2005,75,Junju,10,98.36,473,2003-06
m,2005,55,Junju,8,384.17,473,2003-06
m,2005,35,Junju,7,851.49,473,2003-06
m,2005,0.0767,Junju,8,426.98,473,2003-06
m,2005,0,Junju,23,34.87,473,2003-06
m,2005,1,Junju,15,1858.92,473,2003-06
m,2005,15,Junju,1,2218.78,473,2003-06
m,2005,25,Junju,3,1267.15,473,2003-06
m,2005,45,Junju,9,626,473,2003-06
m,2005,5,Junju,3,3771.35,473,2003-06
m,2005,0,Kauma,1,10.43,145,2003-06
m,2005,65,Kauma,4,91.39,145,2003-06
m,2005,25,Kauma,2,180.1,145,2003-06
m,2005,55,Kauma,3,126.04,145,2003-06
m,2005,45,Kauma,1,132.52,145,2003-06
m,2005,1,Kauma,1,617.48,145,2003-06
m,2005,35,Kauma,3,169.74,145,2003-06
m,2005,5,Kauma,2,1234.39,145,2003-06
m,2005,75,Kauma,3,56.42,145,2003-06
m,2005,15,Kauma,1,639.26,145,2003-06
m,2005,0.0767,Kauma,4,122.37,145,2003-06
m,2005,0.0767,Kilifi township,12,561.81,617,2003-06
m,2005,75,Kilifi township,14,82.15,617,2003-06
m,2005,1,Kilifi township,7,2421.89,617,2003-06
m,2005,0,Kilifi township,29,44.55,617,2003-06
m,2005,35,Kilifi township,11,1709.02,617,2003-06
m,2005,25,Kilifi township,7,2549.2,617,2003-06
m,2005,55,Kilifi township,9,427.23,617,2003-06
m,2005,45,Kilifi township,17,1014.4,617,2003-06
m,2005,65,Kilifi township,13,187.62,617,2003-06
m,2005,5,Kilifi township,7,5060.29,617,2003-06
m,2005,15,Kilifi township,3,3024.24,617,2003-06
m,2005,5,Matsangoni,1,2024.04,235,2003-06
m,2005,45,Matsangoni,6,217.71,235,2003-06
m,2005,35,Matsangoni,2,262.95,235,2003-06
m,2005,25,Matsangoni,3,447.94,235,2003-06
m,2005,1,Matsangoni,1,924.09,235,2003-06
m,2005,55,Matsangoni,2,204.39,235,2003-06
m,2005,0.0767,Matsangoni,0,206.13,235,2003-06
m,2005,75,Matsangoni,2,60.1,235,2003-06
m,2005,0,Matsangoni,5,17.66,235,2003-06
m,2005,15,Matsangoni,6,1180.73,235,2003-06
m,2005,65,Matsangoni,2,118.9,235,2003-06
m,2005,75,Mtwapa,1,39.49,170,2003-06
m,2005,25,Mtwapa,3,731.77,170,2003-06
m,2005,55,Mtwapa,1,169.32,170,2003-06
m,2005,1,Mtwapa,3,685.28,170,2003-06
m,2005,5,Mtwapa,4,1524.72,170,2003-06
m,2005,0.0767,Mtwapa,4,157.59,170,2003-06
m,2005,35,Mtwapa,9,402.96,170,2003-06
m,2005,0,Mtwapa,3,12.77,170,2003-06
m,2005,65,Mtwapa,2,75.46,170,2003-06
m,2005,15,Mtwapa,5,1057.36,170,2003-06
m,2005,45,Mtwapa,4,273.34,170,2003-06
m,2005,55,Ngerenya,8,198.67,262,2003-06
m,2005,45,Ngerenya,3,245.66,262,2003-06
m,2005,75,Ngerenya,7,76.6,262,2003-06
m,2005,25,Ngerenya,5,583.08,262,2003-06
m,2005,5,Ngerenya,4,2020.2,262,2003-06
m,2005,0,Ngerenya,11,19.06,262,2003-06
m,2005,0.0767,Ngerenya,1,223.64,262,2003-06
m,2005,15,Ngerenya,0,1283.75,262,2003-06
m,2005,35,Ngerenya,2,348.16,262,2003-06
m,2005,1,Ngerenya,3,993.44,262,2003-06
m,2005,65,Ngerenya,1,157.42,262,2003-06
m,2005,45,Roka,5,243.37,283,2003-06
m,2005,1,Roka,5,1066.7,283,2003-06
m,2005,5,Roka,0,2141.05,283,2003-06
m,2005,75,Roka,5,64.92,283,2003-06
m,2005,0,Roka,8,21,283,2003-06
m,2005,65,Roka,8,145.6,283,2003-06
m,2005,35,Roka,3,399.38,283,2003-06
m,2005,55,Roka,4,216.71,283,2003-06
m,2005,0.0767,Roka,5,238.98,283,2003-06
m,2005,25,Roka,3,559.94,283,2003-06
m,2005,15,Roka,2,1208.88,283,2003-06
m,2005,45,Sokoke,2,143.46,130,2003-06
m,2005,5,Sokoke,2,1304.89,130,2003-06
m,2005,65,Sokoke,5,79.85,130,2003-06
m,2005,55,Sokoke,2,122.64,130,2003-06
m,2005,0.0767,Sokoke,3,122.01,130,2003-06
m,2005,0,Sokoke,3,9.69,130,2003-06
m,2005,75,Sokoke,5,56.48,130,2003-06
m,2005,15,Sokoke,0,679.42,130,2003-06
m,2005,35,Sokoke,1,140.05,130,2003-06
m,2005,1,Sokoke,2,608.37,130,2003-06
m,2005,25,Sokoke,2,187.46,130,2003-06
m,2005,65,Takaungu Mavueni,9,193.86,414,2003-06
m,2005,0.0767,Takaungu Mavueni,6,382.99,414,2003-06
m,2005,75,Takaungu Mavueni,10,119.97,414,2003-06
m,2005,35,Takaungu Mavueni,6,609.25,414,2003-06
m,2005,15,Takaungu Mavueni,5,1885.46,414,2003-06
m,2005,55,Takaungu Mavueni,7,378.72,414,2003-06
m,2005,45,Takaungu Mavueni,6,528.22,414,2003-06
m,2005,25,Takaungu Mavueni,2,892.09,414,2003-06
m,2005,5,Takaungu Mavueni,4,3637.71,414,2003-06
m,2005,1,Takaungu Mavueni,9,1675.14,414,2003-06
m,2005,0,Takaungu Mavueni,12,31.15,414,2003-06
m,2005,0,Tezo,8,27.57,373,2003-06
m,2005,55,Tezo,8,312.24,373,2003-06
m,2005,0.0767,Tezo,4,351.48,373,2003-06
m,2005,35,Tezo,10,633.16,373,2003-06
m,2005,1,Tezo,6,1519.99,373,2003-06
m,2005,45,Tezo,4,428.89,373,2003-06
m,2005,65,Tezo,10,174.45,373,2003-06
m,2005,15,Tezo,5,1861.47,373,2003-06
m,2005,5,Tezo,4,2992.68,373,2003-06
m,2005,25,Tezo,9,1056.43,373,2003-06
m,2005,75,Tezo,8,113.83,373,2003-06
m,2005,1,unknown,1,29.17,11,2003-06
m,2005,55,unknown,0,6.46,11,2003-06
m,2005,45,unknown,0,8.92,11,2003-06
m,2005,25,unknown,0,36.53,11,2003-06
m,2005,65,unknown,1,5.41,11,2003-06
m,2005,15,unknown,0,57.77,11,2003-06
m,2005,5,unknown,0,74.52,11,2003-06
m,2005,0.0767,unknown,0,8.23,11,2003-06
m,2005,0,unknown,0,0.81,11,2003-06
m,2005,35,unknown,0,21.74,11,2003-06
m,2005,25,Ziani,5,389.13,232,2003-06
m,2005,35,Ziani,3,298.87,232,2003-06
m,2005,0.0767,Ziani,3,217.96,232,2003-06
m,2005,65,Ziani,4,124.07,232,2003-06
m,2005,75,Ziani,8,80.07,232,2003-06
m,2005,5,Ziani,3,2145.31,232,2003-06
m,2005,1,Ziani,2,978.09,232,2003-06
