sex,agegrp,month_2,y_bloc,locn,_D,_Y,_Rate,_Lower,_Upper
f,0,4,2015-18,Kilifi township,6,1.20E+03,0.0051527,0.0023149,0.0114693
f,0,5,2003-06,Kilifi township,17,9.50E+02,0.0179318,0.0111475,0.028845
f,0,5,2007-10,Kilifi township,7,1.10E+03,0.0065587,0.0031267,0.0137575
f,0,5,2011-14,Kilifi township,10,1.20E+03,0.0084761,0.0045606,0.0157533
f,0,5,2015-18,Kilifi township,6,1.20E+03,0.0051907,0.002332,0.0115539
f,0,6,2003-06,Kilifi township,24,9.60E+02,0.0249814,0.0167443,0.0372707
f,0,6,2007-10,Kilifi township,9,1.10E+03,0.0083451,0.0043421,0.0160385
f,0,6,2011-14,Kilifi township,6,1.20E+03,0.0051127,0.002297,0.0113804
f,0,6,2015-18,Kilifi township,6,1.20E+03,0.0051496,0.0023135,0.0114623
f,0,7,2003-06,Kilifi township,19,9.80E+02,0.0193622,0.0123503,0.0303553
f,0,7,2007-10,Kilifi township,6,1.10E+03,0.0056255,0.0025273,0.0125217
f,0,7,2011-14,Kilifi township,6,1.10E+03,0.0052174,0.002344,0.0116133
f,0,7,2015-18,Kilifi township,4,1.20E+03,0.0034538,0.0012963,0.0092024
f,0,8,2003-06,Kilifi township,15,9.90E+02,0.0152116,0.0091705,0.0252321
f,0,8,2007-10,Kilifi township,6,1.10E+03,0.005561,0.0024983,0.0123782
f,0,8,2011-14,Kilifi township,4,1.10E+03,0.0034796,0.001306,0.0092711
f,0,8,2015-18,Kilifi township,4,1.20E+03,0.0033971,0.001275,0.0090512
f,0,9,2003-06,Kilifi township,10,9.90E+02,0.0101476,0.00546,0.0188597
f,0,9,2007-10,Kilifi township,10,1.10E+03,0.0091024,0.0048976,0.0169172
f,0,9,2011-14,Kilifi township,2,1.20E+03,0.0016886,0.0004223,0.0067516
f,0,9,2015-18,Kilifi township,4,1.20E+03,0.0034196,0.0012834,0.0091112
f,0,10,2003-06,Kilifi township,7,9.70E+02,0.0072151,0.0034397,0.0151344
f,0,10,2007-10,Kilifi township,10,1.10E+03,0.009135,0.0049151,0.0169779
f,0,10,2011-14,Kilifi township,5,1.20E+03,0.0042027,0.0017493,0.010097
f,0,10,2015-18,Kilifi township,4,1.20E+03,0.0034138,0.0012813,0.0090958
f,0,11,2003-06,Kilifi township,9,9.80E+02,0.0092173,0.0047959,0.0177149
f,0,11,2007-10,Kilifi township,3,1.10E+03,0.0027345,0.0008819,0.0084786
f,0,11,2011-14,Kilifi township,5,1.20E+03,0.0042343,0.0017624,0.010173
f,0,11,2015-18,Kilifi township,2,1.20E+03,0.0017063,0.0004267,0.0068224
f,0,12,2003-06,Kilifi township,8,9.90E+02,0.008072,0.0040368,0.0161408
f,0,12,2007-10,Kilifi township,10,1.10E+03,0.0091142,0.0049039,0.0169391
f,0,12,2011-14,Kilifi township,14,1.20E+03,0.012013,0.0071148,0.0202836
f,0,12,2015-18,Kilifi township,6,1.20E+03,0.0050177,0.0022542,0.0111687
f,0,1,2003-06,Matsangoni,6,3.70E+02,0.0163194,0.0073317,0.0363251
f,0,1,2007-10,Matsangoni,0,4.20E+02,0.00E+00,,
f,0,1,2011-14,Matsangoni,1,4.20E+02,0.0023564,0.0003319,0.0167284
f,0,1,2015-18,Matsangoni,1,3.90E+02,0.0025674,0.0003617,0.018226
f,0,2,2003-06,Matsangoni,3,3.70E+02,0.0082187,0.0026507,0.0254826
f,0,2,2007-10,Matsangoni,5,4.20E+02,0.0118904,0.0049491,0.0285671
f,0,2,2011-14,Matsangoni,6,4.30E+02,0.0139129,0.0062505,0.0309685
f,0,2,2015-18,Matsangoni,0,3.90E+02,0.00E+00,,
f,0,3,2003-06,Matsangoni,3,3.70E+02,0.0081525,0.0026294,0.0252774
f,0,3,2007-10,Matsangoni,3,4.20E+02,0.0070709,0.0022805,0.0219238
f,0,3,2011-14,Matsangoni,1,4.30E+02,0.0023194,0.0003267,0.0164657
f,0,3,2015-18,Matsangoni,2,3.90E+02,0.0050721,0.0012685,0.0202807
f,0,4,2003-06,Matsangoni,0,3.90E+02,0.00E+00,,
f,0,4,2007-10,Matsangoni,2,4.20E+02,0.0047088,0.0011777,0.0188278
f,0,4,2011-14,Matsangoni,3,4.20E+02,0.0070799,0.0022834,0.0219517
f,0,4,2015-18,Matsangoni,1,3.90E+02,0.002583,0.0003639,0.0183371
f,0,5,2003-06,Matsangoni,2,3.90E+02,0.0051273,0.0012823,0.020501
f,0,5,2007-10,Matsangoni,2,4.20E+02,0.0047445,0.0011866,0.0189706
f,0,5,2011-14,Matsangoni,4,4.20E+02,0.0095358,0.003579,0.0254074
f,0,5,2015-18,Matsangoni,1,3.90E+02,0.0025498,0.0003592,0.0181009
f,0,6,2003-06,Matsangoni,4,3.90E+02,0.0103079,0.0038688,0.0274646
f,0,6,2007-10,Matsangoni,1,4.30E+02,0.002346,0.0003305,0.0166541
f,0,6,2011-14,Matsangoni,2,4.30E+02,0.0046734,0.0011688,0.0186863
f,0,6,2015-18,Matsangoni,2,3.90E+02,0.0051228,0.0012812,0.020483
f,0,7,2003-06,Matsangoni,3,3.90E+02,0.0077889,0.0025121,0.0241499
f,0,7,2007-10,Matsangoni,2,4.30E+02,0.0046614,0.0011658,0.0186384
f,0,7,2011-14,Matsangoni,2,4.30E+02,0.0047022,0.001176,0.0188015
f,0,7,2015-18,Matsangoni,1,3.90E+02,0.0025489,0.0003591,0.0180951
f,0,8,2003-06,Matsangoni,4,3.80E+02,0.0103989,0.0039029,0.027707
f,0,8,2007-10,Matsangoni,1,4.30E+02,0.0023453,0.0003304,0.0166495
f,0,8,2011-14,Matsangoni,4,4.20E+02,0.0095412,0.003581,0.0254215
f,0,8,2015-18,Matsangoni,0,3.90E+02,0.00E+00,,
f,0,9,2003-06,Matsangoni,2,3.90E+02,0.0050847,0.0012717,0.0203307
f,0,9,2007-10,Matsangoni,4,4.30E+02,0.0093001,0.0034905,0.0247792
f,0,9,2011-14,Matsangoni,1,4.20E+02,0.0024039,0.0003386,0.0170655
f,0,9,2015-18,Matsangoni,0,4.00E+02,0.00E+00,,
f,0,10,2003-06,Matsangoni,4,4.00E+02,0.0100025,0.0037541,0.0266507
f,0,10,2007-10,Matsangoni,2,4.40E+02,0.0045788,0.0011452,0.0183081
f,0,10,2011-14,Matsangoni,1,4.20E+02,0.0023607,0.0003325,0.0167588
f,0,10,2015-18,Matsangoni,1,3.90E+02,0.0025327,0.0003568,0.01798
f,0,11,2003-06,Matsangoni,0,4.00E+02,0.00E+00,,
f,0,11,2007-10,Matsangoni,4,4.40E+02,0.0091524,0.0034351,0.0243857
f,0,11,2011-14,Matsangoni,0,4.30E+02,0.00E+00,,
f,0,11,2015-18,Matsangoni,1,3.90E+02,0.0025421,0.0003581,0.0180463
f,0,12,2003-06,Matsangoni,3,3.90E+02,0.0076176,0.0024568,0.0236189
f,0,12,2007-10,Matsangoni,4,4.40E+02,0.0091741,0.0034432,0.0244435
f,0,12,2011-14,Matsangoni,1,4.20E+02,0.0023737,0.0003344,0.0168512
f,0,12,2015-18,Matsangoni,1,3.90E+02,0.0025544,0.0003598,0.0181336
f,0,1,2003-06,Mtwapa,1,2.80E+02,0.0035981,0.0005068,0.0255431
f,0,1,2007-10,Mtwapa,3,3.00E+02,0.0101241,0.0032652,0.0313904
f,0,1,2011-14,Mtwapa,1,3.30E+02,0.0030299,0.0004268,0.0215097
f,0,1,2015-18,Mtwapa,0,3.10E+02,0.00E+00,,
f,0,2,2003-06,Mtwapa,2,2.70E+02,0.0073235,0.0018316,0.0292824
f,0,2,2007-10,Mtwapa,2,3.00E+02,0.0067259,0.0016821,0.026893
f,0,2,2011-14,Mtwapa,3,3.20E+02,0.0092433,0.0029812,0.0286596
f,0,2,2015-18,Mtwapa,3,3.10E+02,0.0097776,0.0031535,0.0303162
f,0,3,2003-06,Mtwapa,3,2.70E+02,0.0109227,0.0035228,0.0338665
f,0,3,2007-10,Mtwapa,2,2.90E+02,0.0067896,0.0016981,0.0271476
f,0,3,2011-14,Mtwapa,5,3.20E+02,0.0155688,0.0064802,0.0374046
f,0,3,2015-18,Mtwapa,3,3.10E+02,0.0095824,0.0030905,0.0297108
f,0,4,2003-06,Mtwapa,0,2.80E+02,0.00E+00,,
f,0,4,2007-10,Mtwapa,1,3.00E+02,0.0033694,0.0004746,0.0239199
f,0,4,2011-14,Mtwapa,1,3.30E+02,0.0029913,0.0004214,0.0212352
f,0,4,2015-18,Mtwapa,1,3.10E+02,0.0032076,0.0004518,0.0227708
f,0,5,2003-06,Mtwapa,6,2.80E+02,0.021795,0.0097917,0.0485131
f,0,5,2007-10,Mtwapa,8,3.00E+02,0.0267341,0.0133697,0.0534577
f,0,5,2011-14,Mtwapa,3,3.40E+02,0.0089329,0.002881,0.0276969
f,0,5,2015-18,Mtwapa,3,3.10E+02,0.0095858,0.0030916,0.0297215
f,0,6,2003-06,Mtwapa,7,2.80E+02,0.0252548,0.0120398,0.0529746
f,0,6,2007-10,Mtwapa,4,3.00E+02,0.0135138,0.005072,0.0360064
f,0,6,2011-14,Mtwapa,1,3.30E+02,0.0030327,0.0004272,0.0215297
f,0,6,2015-18,Mtwapa,2,3.10E+02,0.0064127,0.0016038,0.0256409
f,0,7,2003-06,Mtwapa,4,2.90E+02,0.0139711,0.0052436,0.0372246
f,0,7,2007-10,Mtwapa,2,2.90E+02,0.0067866,0.0016973,0.0271359
f,0,7,2011-14,Mtwapa,3,3.30E+02,0.0091756,0.0029593,0.0284494
f,0,7,2015-18,Mtwapa,4,3.20E+02,0.0126433,0.0047452,0.0336868
f,0,8,2003-06,Mtwapa,3,2.90E+02,0.0104193,0.0033604,0.0323056
f,0,8,2007-10,Mtwapa,3,3.00E+02,0.0099955,0.0032238,0.0309917
f,0,8,2011-14,Mtwapa,2,3.40E+02,0.0059624,0.0014912,0.0238402
f,0,8,2015-18,Mtwapa,3,3.10E+02,0.0096188,0.0031023,0.0298236
f,0,9,2003-06,Mtwapa,3,2.80E+02,0.0105655,0.0034076,0.032759
f,0,9,2007-10,Mtwapa,1,3.00E+02,0.0033166,0.0004672,0.0235447
f,0,9,2011-14,Mtwapa,1,3.40E+02,0.0029716,0.0004186,0.0210958
f,0,9,2015-18,Mtwapa,3,3.10E+02,0.0096705,0.0031189,0.029984
f,0,10,2003-06,Mtwapa,6,2.80E+02,0.0211418,0.0094982,0.0470591
f,0,10,2007-10,Mtwapa,2,3.00E+02,0.0065987,0.0016503,0.0263844
f,0,10,2011-14,Mtwapa,1,3.30E+02,0.0030193,0.0004253,0.0214345
f,0,10,2015-18,Mtwapa,1,3.10E+02,0.0032141,0.0004528,0.0228174
f,0,11,2003-06,Mtwapa,5,2.90E+02,0.0170291,0.007088,0.0409129
f,0,11,2007-10,Mtwapa,1,3.00E+02,0.0033033,0.0004653,0.0234507
f,0,11,2011-14,Mtwapa,2,3.30E+02,0.006066,0.0015171,0.0242544
f,0,11,2015-18,Mtwapa,2,3.10E+02,0.0063523,0.0015887,0.0253993
f,0,12,2003-06,Mtwapa,5,3.00E+02,0.0168149,0.0069988,0.0403982
f,0,12,2007-10,Mtwapa,0,3.10E+02,0.00E+00,,
f,0,12,2011-14,Mtwapa,0,3.30E+02,0.00E+00,,
f,0,12,2015-18,Mtwapa,0,3.10E+02,0.00E+00,,
f,0,1,2003-06,Ngerenya,5,3.90E+02,0.0127633,0.0053124,0.0306642
f,0,1,2007-10,Ngerenya,2,4.30E+02,0.0046817,0.0011709,0.0187195
f,0,1,2011-14,Ngerenya,3,4.30E+02,0.0069351,0.0022367,0.0215026
f,0,1,2015-18,Ngerenya,1,4.40E+02,0.0022961,0.0003234,0.0163
f,0,2,2003-06,Ngerenya,1,3.90E+02,0.0025393,0.0003577,0.0180267
f,0,2,2007-10,Ngerenya,2,4.20E+02,0.0047242,0.0011815,0.0188895
f,0,2,2011-14,Ngerenya,3,4.30E+02,0.006907,0.0022276,0.0214155
f,0,2,2015-18,Ngerenya,2,4.40E+02,0.0045652,0.0011417,0.0182537
f,0,3,2003-06,Ngerenya,6,3.90E+02,0.0152864,0.0068676,0.0340257
f,0,3,2007-10,Ngerenya,6,4.30E+02,0.0141049,0.0063368,0.0313958
f,0,3,2011-14,Ngerenya,6,4.40E+02,0.0136751,0.0061437,0.0304391
f,0,3,2015-18,Ngerenya,2,4.40E+02,0.004508,0.0011274,0.018025
f,0,4,2003-06,Ngerenya,5,3.90E+02,0.0126629,0.0052706,0.030423
f,0,4,2007-10,Ngerenya,0,4.20E+02,0.00E+00,,
f,0,4,2011-14,Ngerenya,1,4.30E+02,0.0023022,0.0003243,0.0163435
f,0,4,2015-18,Ngerenya,5,4.40E+02,0.0113807,0.004737,0.0273425
f,0,5,2003-06,Ngerenya,6,4.00E+02,0.0148574,0.0066748,0.0330708
f,0,5,2007-10,Ngerenya,1,4.20E+02,0.0023603,0.0003325,0.0167557
f,0,5,2011-14,Ngerenya,2,4.30E+02,0.0046418,0.0011609,0.0185599
f,0,5,2015-18,Ngerenya,2,4.40E+02,0.0045775,0.0011448,0.018303
f,0,6,2003-06,Ngerenya,7,4.10E+02,0.0171999,0.0081998,0.0360786
f,0,6,2007-10,Ngerenya,2,4.20E+02,0.0047098,0.0011779,0.0188318
f,0,6,2011-14,Ngerenya,4,4.40E+02,0.0091417,0.003431,0.0243572
f,0,6,2015-18,Ngerenya,3,4.40E+02,0.0068718,0.0022163,0.0213064
f,0,7,2003-06,Ngerenya,4,4.10E+02,0.009876,0.0037066,0.0263137
f,0,7,2007-10,Ngerenya,4,4.30E+02,0.0093074,0.0034932,0.0247987
f,0,7,2011-14,Ngerenya,1,4.40E+02,0.0022551,0.0003177,0.016009
f,0,7,2015-18,Ngerenya,0,4.30E+02,0.00E+00,,
f,0,8,2003-06,Ngerenya,5,4.00E+02,0.0123652,0.0051467,0.0297077
f,0,8,2007-10,Ngerenya,4,4.30E+02,0.0092861,0.0034852,0.024742
f,0,8,2011-14,Ngerenya,1,4.40E+02,0.0022797,0.0003211,0.0161838
f,0,8,2015-18,Ngerenya,2,4.30E+02,0.0046136,0.0011539,0.0184473
f,0,9,2003-06,Ngerenya,5,4.10E+02,0.0122806,0.0051115,0.0295045
f,0,9,2007-10,Ngerenya,2,4.30E+02,0.0046086,0.0011526,0.0184272
f,0,9,2011-14,Ngerenya,2,4.40E+02,0.0045949,0.0011492,0.0183723
f,0,9,2015-18,Ngerenya,4,4.30E+02,0.0092064,0.0034553,0.0245296
f,0,10,2003-06,Ngerenya,1,4.10E+02,0.0024311,0.0003425,0.0172589
f,0,10,2007-10,Ngerenya,3,4.40E+02,0.0068742,0.0022171,0.0213141
f,0,10,2011-14,Ngerenya,2,4.40E+02,0.0045724,0.0011435,0.0182823
f,0,10,2015-18,Ngerenya,0,4.40E+02,0.00E+00,,
f,0,11,2003-06,Ngerenya,0,4.10E+02,0.00E+00,,
f,0,11,2007-10,Ngerenya,2,4.40E+02,0.0045524,0.0011385,0.0182025
f,0,11,2011-14,Ngerenya,2,4.50E+02,0.0044825,0.0011211,0.0179229
f,0,11,2015-18,Ngerenya,1,4.30E+02,0.0023041,0.0003246,0.0163567
f,0,12,2003-06,Ngerenya,2,4.10E+02,0.004874,0.001219,0.0194882
f,0,12,2007-10,Ngerenya,3,4.40E+02,0.006879,0.0022186,0.0213288
f,0,12,2011-14,Ngerenya,5,4.40E+02,0.0112754,0.0046931,0.0270894
f,0,12,2015-18,Ngerenya,2,4.30E+02,0.0046639,0.0011664,0.0186483
f,0,1,2003-06,Roka,3,4.20E+02,0.0070939,0.0022879,0.0219952
f,0,1,2007-10,Roka,2,4.60E+02,0.0043103,0.001078,0.0172344
f,0,1,2011-14,Roka,3,4.90E+02,0.0061491,0.0019832,0.0190656
f,0,1,2015-18,Roka,2,4.50E+02,0.004407,0.0011022,0.0176209
f,0,2,2003-06,Roka,4,4.20E+02,0.0094938,0.0035632,0.0252954
f,0,2,2007-10,Roka,5,4.60E+02,0.0108074,0.0044984,0.0259652
f,0,2,2011-14,Roka,4,4.90E+02,0.0081083,0.0030432,0.0216039
f,0,2,2015-18,Roka,1,4.50E+02,0.0022067,0.0003108,0.0156655
f,0,3,2003-06,Roka,5,4.20E+02,0.0119336,0.0049671,0.0286709
f,0,3,2007-10,Roka,2,4.70E+02,0.0042654,0.0010668,0.0170549
f,0,3,2011-14,Roka,2,4.90E+02,0.0040543,0.001014,0.0162107
f,0,3,2015-18,Roka,0,4.60E+02,0.00E+00,,
f,0,4,2003-06,Roka,6,4.30E+02,0.0140388,0.0063071,0.0312486
f,0,4,2007-10,Roka,6,4.70E+02,0.0127099,0.0057101,0.0282907
f,0,4,2011-14,Roka,5,4.90E+02,0.0102737,0.0042762,0.0246829
f,0,4,2015-18,Roka,1,4.50E+02,0.0022129,0.0003117,0.0157095
f,0,5,2003-06,Roka,4,4.40E+02,0.0091293,0.0034264,0.0243242
f,0,5,2007-10,Roka,1,4.70E+02,0.0021308,0.0003002,0.0151266
f,0,5,2011-14,Roka,5,4.80E+02,0.0103563,0.0043106,0.0248814
f,0,5,2015-18,Roka,0,4.50E+02,0.00E+00,,
f,0,6,2003-06,Roka,5,4.40E+02,0.011421,0.0047537,0.0274393
f,0,6,2007-10,Roka,3,4.80E+02,0.0063034,0.002033,0.019544
f,0,6,2011-14,Roka,4,4.90E+02,0.0080902,0.0030364,0.0215557
f,0,6,2015-18,Roka,2,4.50E+02,0.0044378,0.0011099,0.0177442
f,0,7,2003-06,Roka,9,4.30E+02,0.0208414,0.0108441,0.0400554
f,0,7,2007-10,Roka,3,4.80E+02,0.0062451,0.0020142,0.0193633
f,0,7,2011-14,Roka,2,4.90E+02,0.0040536,0.0010138,0.0162081
f,0,7,2015-18,Roka,1,4.50E+02,0.0022053,0.0003107,0.0156559
f,0,8,2003-06,Roka,4,4.30E+02,0.0093401,0.0035055,0.0248859
f,0,8,2007-10,Roka,4,4.80E+02,0.0083689,0.003141,0.0222981
f,0,8,2011-14,Roka,4,4.90E+02,0.0082242,0.0030867,0.0219126
f,0,8,2015-18,Roka,0,4.60E+02,0.00E+00,,
f,0,9,2003-06,Roka,4,4.40E+02,0.0091616,0.0034385,0.0244103
f,0,9,2007-10,Roka,0,4.80E+02,0.00E+00,,
f,0,9,2011-14,Roka,0,4.80E+02,0.00E+00,,
f,0,9,2015-18,Roka,0,4.60E+02,0.00E+00,,
f,0,10,2003-06,Roka,2,4.40E+02,0.0045475,0.0011373,0.018183
f,0,10,2007-10,Roka,5,4.90E+02,0.0102556,0.0042687,0.0246394
f,0,10,2011-14,Roka,4,4.90E+02,0.008128,0.0030506,0.0216563
f,0,10,2015-18,Roka,5,4.60E+02,0.010942,0.0045543,0.0262884
f,0,11,2003-06,Roka,4,4.40E+02,0.0091153,0.0034211,0.0242868
f,0,11,2007-10,Roka,5,4.90E+02,0.0102432,0.0042635,0.0246095
f,0,11,2011-14,Roka,4,5.00E+02,0.0080487,0.0030208,0.0214451
f,0,11,2015-18,Roka,1,4.50E+02,0.002217,0.0003123,0.0157386
f,0,12,2003-06,Roka,4,4.40E+02,0.0091415,0.003431,0.0243566
f,0,12,2007-10,Roka,2,4.80E+02,0.004131,0.0010332,0.0165176
f,0,12,2011-14,Roka,2,4.90E+02,0.0040772,0.0010197,0.0163023
f,0,12,2015-18,Roka,0,4.50E+02,0.00E+00,,
f,0,1,2003-06,Sokoke,1,2.40E+02,0.0040946,0.0005768,0.0290678
f,0,1,2007-10,Sokoke,4,2.60E+02,0.0156021,0.0058557,0.0415703
f,0,1,2011-14,Sokoke,0,2.30E+02,0.00E+00,,
f,0,1,2015-18,Sokoke,1,2.10E+02,0.0046881,0.0006604,0.0332808
f,0,2,2003-06,Sokoke,2,2.50E+02,0.0080199,0.0020058,0.0320673
f,0,2,2007-10,Sokoke,0,2.60E+02,0.00E+00,,
f,0,2,2011-14,Sokoke,4,2.30E+02,0.0175105,0.006572,0.0466552
f,0,2,2015-18,Sokoke,1,2.20E+02,0.0046377,0.0006533,0.0329234
f,0,3,2003-06,Sokoke,6,2.50E+02,0.0238996,0.0107371,0.0531976
f,0,3,2007-10,Sokoke,2,2.60E+02,0.0077822,0.0019463,0.0311167
f,0,3,2011-14,Sokoke,0,2.30E+02,0.00E+00,,
f,0,3,2015-18,Sokoke,2,2.20E+02,0.0092806,0.002321,0.0371077
f,0,4,2003-06,Sokoke,0,2.50E+02,0.00E+00,,
f,0,4,2007-10,Sokoke,0,2.60E+02,0.00E+00,,
f,0,4,2011-14,Sokoke,1,2.30E+02,0.0042883,0.0006041,0.0304428
f,0,4,2015-18,Sokoke,0,2.20E+02,0.00E+00,,
f,0,5,2003-06,Sokoke,3,2.50E+02,0.0119438,0.0038521,0.0370326
f,0,5,2007-10,Sokoke,3,2.60E+02,0.0117506,0.0037898,0.0364336
f,0,5,2011-14,Sokoke,2,2.30E+02,0.0087238,0.0021818,0.0348817
f,0,5,2015-18,Sokoke,2,2.10E+02,0.0093088,0.0023281,0.0372206
f,0,6,2003-06,Sokoke,4,2.60E+02,0.0155594,0.0058397,0.0414567
f,0,6,2007-10,Sokoke,2,2.50E+02,0.0078935,0.0019741,0.0315615
f,0,6,2011-14,Sokoke,2,2.30E+02,0.0087989,0.0022006,0.0351818
f,0,6,2015-18,Sokoke,0,2.20E+02,0.00E+00,,
f,0,7,2003-06,Sokoke,2,2.60E+02,0.0078089,0.001953,0.0312232
f,0,7,2007-10,Sokoke,1,2.60E+02,0.0039091,0.0005507,0.0277511
f,0,7,2011-14,Sokoke,2,2.30E+02,0.0086836,0.0021718,0.034721
f,0,7,2015-18,Sokoke,0,2.10E+02,0.00E+00,,
f,0,8,2003-06,Sokoke,5,2.50E+02,0.0196903,0.0081956,0.0473064
f,0,8,2007-10,Sokoke,2,2.50E+02,0.0078468,0.0019625,0.031375
f,0,8,2011-14,Sokoke,1,2.30E+02,0.0043372,0.000611,0.0307903
f,0,8,2015-18,Sokoke,0,2.10E+02,0.00E+00,,
f,0,9,2003-06,Sokoke,1,2.60E+02,0.0038914,0.0005482,0.0276256
f,0,9,2007-10,Sokoke,1,2.50E+02,0.0039508,0.0005565,0.0280474
f,0,9,2011-14,Sokoke,1,2.30E+02,0.0043967,0.0006193,0.0312127
f,0,9,2015-18,Sokoke,0,2.20E+02,0.00E+00,,
f,0,10,2003-06,Sokoke,4,2.60E+02,0.0155124,0.0058221,0.0413314
f,0,10,2007-10,Sokoke,2,2.50E+02,0.0078779,0.0019702,0.0314992
f,0,10,2011-14,Sokoke,2,2.30E+02,0.0087861,0.0021974,0.0351309
f,0,10,2015-18,Sokoke,0,2.20E+02,0.00E+00,,
f,0,11,2003-06,Sokoke,0,2.60E+02,0.00E+00,,
f,0,11,2007-10,Sokoke,0,2.60E+02,0.00E+00,,
f,0,11,2011-14,Sokoke,3,2.30E+02,0.0129697,0.004183,0.0402135
f,0,11,2015-18,Sokoke,0,2.20E+02,0.00E+00,,
f,0,12,2003-06,Sokoke,2,2.50E+02,0.0078541,0.0019643,0.0314043
f,0,12,2007-10,Sokoke,0,2.50E+02,0.00E+00,,
f,0,12,2011-14,Sokoke,1,2.30E+02,0.0043362,0.0006108,0.030783
f,0,12,2015-18,Sokoke,0,2.10E+02,0.00E+00,,
f,0,1,2003-06,Takaungu Mavueni,11,6.80E+02,0.0160691,0.0088991,0.0290161
f,0,1,2007-10,Takaungu Mavueni,3,7.20E+02,0.0041869,0.0013504,0.0129816
f,0,1,2011-14,Takaungu Mavueni,6,7.60E+02,0.0078703,0.0035358,0.0175183
f,0,1,2015-18,Takaungu Mavueni,3,7.50E+02,0.0040037,0.0012913,0.0124136
f,0,2,2003-06,Takaungu Mavueni,8,6.90E+02,0.0115897,0.005796,0.0231748
f,0,2,2007-10,Takaungu Mavueni,5,7.10E+02,0.0070155,0.00292,0.0168549
f,0,2,2011-14,Takaungu Mavueni,3,7.60E+02,0.003956,0.0012759,0.012266
f,0,2,2015-18,Takaungu Mavueni,8,7.50E+02,0.0107047,0.0053534,0.0214052
f,0,3,2003-06,Takaungu Mavueni,7,6.90E+02,0.0101078,0.0048187,0.0212022
f,0,3,2007-10,Takaungu Mavueni,10,7.10E+02,0.0140791,0.0075753,0.0261666
f,0,3,2011-14,Takaungu Mavueni,3,7.60E+02,0.0039717,0.0012809,0.0123144
f,0,3,2015-18,Takaungu Mavueni,3,7.50E+02,0.0040074,0.0012925,0.0124252
f,0,4,2003-06,Takaungu Mavueni,9,6.90E+02,0.0130336,0.0067816,0.0250495
f,0,4,2007-10,Takaungu Mavueni,4,7.10E+02,0.0056294,0.0021128,0.0149989
f,0,4,2011-14,Takaungu Mavueni,2,7.70E+02,0.0026064,0.0006519,0.0104215
f,0,4,2015-18,Takaungu Mavueni,3,7.50E+02,0.0039826,0.0012845,0.0123483
f,0,5,2003-06,Takaungu Mavueni,9,6.90E+02,0.0130012,0.0067647,0.0249872
f,0,5,2007-10,Takaungu Mavueni,6,7.20E+02,0.0083395,0.0037466,0.0185628
f,0,5,2011-14,Takaungu Mavueni,8,7.80E+02,0.0103193,0.0051607,0.0206346
f,0,5,2015-18,Takaungu Mavueni,5,7.50E+02,0.0066647,0.002774,0.016012
f,0,6,2003-06,Takaungu Mavueni,10,7.10E+02,0.0141373,0.0076067,0.0262749
f,0,6,2007-10,Takaungu Mavueni,5,7.20E+02,0.0069098,0.0028761,0.016601
f,0,6,2011-14,Takaungu Mavueni,8,7.70E+02,0.0104295,0.0052158,0.0208549
f,0,6,2015-18,Takaungu Mavueni,2,7.50E+02,0.0026517,0.0006632,0.0106027
f,0,7,2003-06,Takaungu Mavueni,15,7.10E+02,0.0211238,0.0127348,0.035039
f,0,7,2007-10,Takaungu Mavueni,5,7.20E+02,0.0069065,0.0028747,0.0165931
f,0,7,2011-14,Takaungu Mavueni,5,7.60E+02,0.0065542,0.002728,0.0157466
f,0,7,2015-18,Takaungu Mavueni,3,7.60E+02,0.003973,0.0012814,0.0123184
f,0,8,2003-06,Takaungu Mavueni,14,7.10E+02,0.0198559,0.0117597,0.033526
f,0,8,2007-10,Takaungu Mavueni,4,7.30E+02,0.0054902,0.0020606,0.0146282
f,0,8,2011-14,Takaungu Mavueni,10,7.60E+02,0.0130798,0.0070377,0.0243095
f,0,8,2015-18,Takaungu Mavueni,9,7.60E+02,0.0118624,0.0061722,0.0227985
f,0,9,2003-06,Takaungu Mavueni,6,7.00E+02,0.0085726,0.0038513,0.0190816
f,0,9,2007-10,Takaungu Mavueni,2,7.30E+02,0.0027354,0.0006841,0.0109372
f,0,9,2011-14,Takaungu Mavueni,4,7.70E+02,0.0051896,0.0019477,0.0138272
f,0,9,2015-18,Takaungu Mavueni,0,7.60E+02,0.00E+00,,
f,0,10,2003-06,Takaungu Mavueni,14,7.10E+02,0.0198532,0.0117581,0.0335216
f,0,10,2007-10,Takaungu Mavueni,5,7.30E+02,0.0068522,0.0028521,0.0164626
f,0,10,2011-14,Takaungu Mavueni,3,7.60E+02,0.0039423,0.0012715,0.0122235
f,0,10,2015-18,Takaungu Mavueni,2,7.60E+02,0.0026313,0.0006581,0.0105213
f,0,11,2003-06,Takaungu Mavueni,4,7.20E+02,0.0055773,0.0020933,0.0148602
f,0,11,2007-10,Takaungu Mavueni,5,7.30E+02,0.0068088,0.002834,0.0163584
f,0,11,2011-14,Takaungu Mavueni,9,7.60E+02,0.0118371,0.006159,0.02275
f,0,11,2015-18,Takaungu Mavueni,2,7.60E+02,0.0026246,0.0006564,0.0104944
f,0,12,2003-06,Takaungu Mavueni,9,7.10E+02,0.0126117,0.006562,0.0242385
f,0,12,2007-10,Takaungu Mavueni,2,7.40E+02,0.0027126,0.0006784,0.0108461
f,0,12,2011-14,Takaungu Mavueni,2,7.60E+02,0.0026194,0.0006551,0.0104733
